Sample	Chloroquine	Pyrimethamine	Sulfadoxine	Mefloquine	Artemisinin	Piperaquine	SP (uncomplicated)	SP (IPTp)	AS-MQ	DHA-PPQ	HRP2	HRP3	HRP2 and HRP3
SPT38307	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38308	Sensitive	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38311	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38314	Resistant	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38315	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38317	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Resistant	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38318	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38319	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38323	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38325	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38329	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38330	Sensitive	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38331	Sensitive	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38332	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38333	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38334	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38336	Sensitive	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38337	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38341	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38343	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38344	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	uncallable	uncallable	uncallable
SPT38345	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	uncallable	uncallable	uncallable
SPT38346	Resistant	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38347	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38348	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38349	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Resistant	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38350	Undetermined	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38351	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38352	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38353	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38354	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38355	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38356	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38359	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38360	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38363	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38364	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38365	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38366	Undetermined	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38367	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38368	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38370	Undetermined	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38372	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38373	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38374	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38375	Resistant	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38376	Sensitive	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38380	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38383	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38387	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38388	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	uncallable	uncallable	uncallable
SPT38389	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38390	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38391	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	uncallable	uncallable	uncallable
SPT38392	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38393	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38394	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38502	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT38504	Sensitive	Resistant	Undetermined	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38519	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38537	Resistant	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT38540	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40497	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40498	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40499	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40501	Sensitive	Undetermined	Resistant	Undetermined	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40502	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40503	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT40505	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40506	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40508	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40509	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40510	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40511	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40513	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40514	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40515	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40516	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40517	Sensitive	Resistant	Undetermined	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40518	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40519	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40520	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40521	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40523	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT40524	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40525	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40527	Sensitive	Resistant	Undetermined	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40528	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40529	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40530	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40532	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT40533	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40534	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40536	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40537	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40538	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40539	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT40540	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40541	Sensitive	Undetermined	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40542	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40543	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40544	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40545	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40547	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT40548	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT40549	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40550	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT40551	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT40552	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40553	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40554	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT40555	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	uncallable	uncallable	uncallable
SPT40559	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40560	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT40561	Sensitive	Resistant	Undetermined	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined	uncallable	uncallable	uncallable
SPT40562	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	uncallable	uncallable	uncallable
SPT40565	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40568	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT40576	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined	uncallable	uncallable	uncallable
SPT40580	Sensitive	Sensitive	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT40582	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	uncallable	uncallable	uncallable
SPT40588	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40589	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Sensitive	Resistant	Sensitive	Undetermined	Sensitive	uncallable	uncallable	uncallable
SPT40590	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40596	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT40597	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40599	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT40600	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT40601	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40602	Sensitive	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40603	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40604	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	nodel	uncallable	nodel
SPT40605	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40606	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	nodel	nodel	nodel
SPT40607	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40608	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	nodel	nodel
SPT40609	Sensitive	Resistant	Undetermined	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40610	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
SPT40616	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	uncallable	uncallable	uncallable
